,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,nursery,higher_x,internet,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y
124,0,1,16,0,0,1,4,4,3,3,0,0,1,1,0,1,0,1,1,0,1,0,0,3,3,2,2,1,5,0,7,6,0,0,1,1,0,1,0,1,1,1,0,3,3,2,2,1,5,16,9,9,8
125,0,1,15,0,0,1,4,4,5,3,2,1,2,2,0,1,0,1,0,0,0,1,1,4,4,3,1,1,2,2,11,13,14,1,2,2,0,1,0,1,0,0,1,4,4,3,1,1,2,4,16,15,16
126,0,1,16,0,0,1,3,3,5,4,3,1,2,1,0,1,1,1,0,0,0,0,1,5,4,2,1,1,5,0,13,14,13,1,2,1,0,1,1,1,0,0,1,5,4,2,1,1,5,6,14,14,15
127,0,1,17,1,0,1,1,3,5,5,0,1,3,2,1,1,0,1,0,0,0,0,1,5,2,4,1,4,5,20,9,7,8,1,3,2,1,1,0,1,0,0,1,5,2,4,1,4,5,14,12,11,11
128,0,1,15,0,0,1,3,4,5,5,2,1,1,1,0,1,1,1,1,0,0,0,1,3,4,3,1,2,4,6,14,13,13,1,1,1,0,1,1,1,1,0,1,3,4,3,1,2,4,2,14,13,14
129,0,0,15,0,0,1,1,2,0,4,0,0,1,2,0,1,1,1,1,1,0,0,1,3,2,3,1,2,1,2,16,15,15,0,1,2,0,1,1,1,1,0,1,3,2,3,1,2,1,0,14,14,14
130,0,1,15,0,0,1,2,2,4,4,3,1,1,4,0,1,0,0,0,0,0,0,1,5,5,4,1,2,5,6,16,14,15,1,1,4,0,1,0,1,0,0,1,5,5,4,1,2,5,6,14,13,13
131,0,0,16,0,1,1,2,4,5,1,0,1,2,2,0,1,0,0,0,0,0,0,0,4,2,2,1,2,5,2,13,13,13,1,2,2,0,1,0,1,0,0,0,4,2,2,1,2,5,2,14,12,13
132,0,1,16,0,0,1,4,4,1,5,0,0,1,1,0,1,0,1,0,0,0,0,1,3,4,4,1,4,5,18,14,11,13,0,1,1,0,1,0,1,0,0,1,3,4,4,1,4,5,4,12,13,13
133,0,0,16,0,0,1,2,2,5,5,3,0,1,2,0,1,1,0,1,0,0,0,0,5,4,4,1,1,5,0,8,7,8,0,1,2,0,1,1,1,1,0,0,5,4,4,1,1,5,0,12,11,11
134,0,1,15,0,0,1,3,4,4,4,3,1,1,1,0,0,1,1,1,0,0,0,1,5,5,5,3,2,5,0,13,13,12,1,1,1,0,0,1,1,1,0,1,5,5,5,3,2,5,2,9,9,9
135,0,0,15,0,1,0,3,4,5,5,3,0,1,2,0,0,1,1,0,0,0,0,0,5,3,2,1,1,1,0,7,10,11,0,1,2,0,0,1,1,0,0,0,5,3,2,1,1,1,0,10,11,11
136,0,0,19,0,0,1,0,1,0,5,0,2,1,2,3,1,0,1,1,1,1,1,1,3,4,2,1,1,5,2,7,8,9,2,1,2,2,1,0,1,1,1,1,3,4,2,1,1,5,0,9,10,11
137,0,1,16,1,0,1,4,4,3,3,0,0,1,1,0,1,1,0,0,0,0,0,1,3,5,5,2,5,4,8,18,18,18,0,1,1,0,1,1,1,0,0,1,3,5,5,2,5,4,8,14,14,15
138,0,0,15,1,0,1,3,4,4,3,0,1,2,3,2,1,0,1,1,0,0,0,0,4,2,2,2,2,5,0,12,0,0,1,2,3,0,1,0,1,1,0,0,4,2,2,2,2,5,0,10,11,12
139,0,0,15,0,0,1,1,1,0,5,0,0,3,1,0,1,0,1,0,1,0,0,0,4,3,3,1,2,4,0,8,0,0,0,3,1,0,1,0,1,0,0,0,4,3,3,1,2,4,6,11,12,13
140,0,0,17,0,1,1,2,2,5,5,0,1,1,1,0,1,0,1,1,0,0,0,0,3,4,4,1,3,5,12,10,13,12,1,1,1,0,1,0,1,1,0,0,3,4,4,1,3,5,2,13,12,12
141,0,0,16,0,0,0,3,4,4,5,0,1,1,1,0,1,1,1,1,0,0,0,1,3,2,1,1,4,5,16,12,11,11,1,1,1,0,1,1,1,1,0,1,3,2,1,1,4,5,12,15,13,14
142,0,1,15,1,0,1,3,4,0,3,0,0,4,2,0,1,0,1,1,0,0,1,0,5,3,3,1,1,5,0,9,0,0,0,4,2,0,1,0,1,1,0,0,5,3,3,1,1,5,2,12,11,11
143,0,0,15,0,0,1,4,4,4,0,0,0,1,3,0,1,0,1,0,0,0,0,0,4,3,3,1,1,5,0,11,0,0,0,1,3,0,1,0,1,0,0,0,4,3,3,1,1,5,4,13,14,15
144,0,1,17,1,0,1,3,4,0,5,0,0,3,2,0,1,1,1,1,0,0,1,1,5,4,5,2,4,5,0,10,0,0,0,3,2,0,1,1,1,1,0,1,5,4,5,2,4,5,2,10,9,10
145,0,0,16,0,0,0,3,3,5,5,0,2,2,1,2,1,0,1,0,1,0,0,0,4,3,2,1,1,5,0,4,0,0,2,2,1,0,1,0,1,0,0,0,4,3,2,1,1,5,4,9,9,10
146,0,1,16,0,1,1,1,1,4,5,0,0,1,2,1,1,1,1,1,0,0,1,0,4,4,4,1,3,5,0,14,12,12,0,1,2,2,1,1,1,1,0,0,4,4,4,1,3,5,0,10,10,10
147,0,0,15,0,0,1,4,4,3,3,0,0,2,1,0,1,1,1,0,0,0,0,1,4,3,2,1,1,5,0,16,16,15,0,2,1,0,1,1,1,0,0,1,4,3,2,1,1,5,6,13,14,14
148,0,1,15,0,0,1,4,3,3,4,0,1,2,4,0,0,0,1,1,0,0,0,1,2,2,2,1,1,3,0,7,9,0,1,2,4,0,0,0,1,1,0,1,2,2,2,1,1,3,6,9,11,11
149,0,1,16,0,1,1,2,2,4,4,2,1,2,1,2,1,0,1,0,0,0,0,1,2,3,3,2,2,2,8,9,9,9,1,2,1,0,1,0,1,0,0,1,2,3,3,2,2,2,4,12,11,11
150,0,0,15,0,0,1,4,4,3,4,0,0,1,3,0,1,0,0,0,0,0,0,1,4,2,2,1,1,5,2,9,11,11,0,1,3,0,1,0,1,0,0,1,4,2,2,1,1,5,2,13,13,13
151,0,0,16,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,3,4,4,3,3,1,2,14,14,13,0,1,1,0,1,1,1,1,0,1,3,4,4,3,3,1,4,10,11,11
152,0,0,15,0,0,1,1,1,5,4,0,1,1,2,0,1,0,0,1,0,0,0,1,4,4,2,1,2,5,0,8,11,11,1,1,2,0,1,0,1,1,0,1,4,4,2,1,2,5,0,12,12,12
153,0,0,15,0,0,1,3,2,1,4,3,1,1,2,3,1,0,1,1,0,0,0,1,3,3,2,1,1,3,0,6,7,0,1,1,2,1,1,0,1,1,0,1,3,3,2,1,1,3,2,11,11,11
154,0,0,15,0,0,1,1,2,0,5,0,0,1,2,0,1,0,0,1,1,0,0,1,4,3,2,1,1,5,2,10,11,11,0,1,2,0,1,0,1,1,0,1,4,3,2,1,1,5,6,13,12,13
155,0,1,15,0,1,0,2,1,4,5,0,0,4,1,3,1,1,1,1,0,0,0,1,4,5,5,2,5,5,0,8,9,10,0,4,1,0,1,1,1,1,0,1,4,5,5,2,5,5,0,12,11,11
156,0,1,18,0,1,1,1,1,5,5,0,0,1,1,3,1,1,1,1,0,1,0,0,2,3,5,2,5,4,0,6,5,0,0,1,1,2,1,1,1,1,1,0,2,3,5,2,5,4,0,11,9,0
157,0,1,16,0,1,1,2,1,0,5,0,0,1,1,1,1,1,1,0,0,0,1,0,4,4,4,3,5,5,6,12,13,14,0,1,1,1,1,1,1,0,0,0,4,4,4,3,5,5,6,9,10,10
158,0,0,15,1,0,1,3,3,4,4,2,2,2,3,2,1,0,0,0,0,0,0,0,4,2,1,2,3,3,8,10,10,10,2,2,3,0,1,0,0,0,0,0,4,2,1,2,3,3,2,13,13,13
159,0,1,19,0,0,1,3,2,4,0,3,0,1,1,3,1,0,1,1,0,1,0,0,4,5,4,1,1,4,0,5,0,0,0,1,1,0,1,0,1,1,1,0,4,5,4,1,1,4,6,11,9,11
160,0,0,17,0,0,1,4,4,5,3,0,0,1,1,0,0,0,1,1,0,0,1,0,4,2,1,1,1,4,0,11,11,12,0,1,1,0,0,0,1,1,0,0,4,2,1,1,1,4,0,13,13,13
161,0,1,15,1,0,1,2,3,0,4,0,0,1,2,0,0,1,0,0,0,0,1,1,4,4,4,1,1,1,2,11,8,8,0,1,2,0,0,1,0,0,0,1,4,4,4,1,1,1,0,7,8,8
162,0,1,17,1,1,1,1,2,5,5,2,0,1,1,0,1,1,1,1,0,0,1,1,2,2,2,3,3,5,8,16,12,13,0,1,1,3,1,1,1,1,0,1,2,2,2,3,3,5,14,9,8,10
163,0,0,18,1,0,1,1,1,0,5,0,0,3,1,3,1,0,1,0,1,0,1,1,5,2,5,1,5,4,6,9,8,10,0,3,1,3,1,0,1,0,0,1,5,2,5,1,5,4,6,11,10,11
164,0,1,16,1,0,1,2,2,0,5,0,0,3,1,0,1,1,1,1,1,0,1,1,4,2,2,1,2,3,2,17,15,15,0,3,1,0,1,1,1,1,0,1,4,2,2,1,2,3,4,12,10,11
165,0,1,16,0,0,1,3,3,5,4,0,1,1,2,1,1,0,0,1,0,0,0,0,4,5,5,4,4,5,4,10,12,12,1,1,2,1,1,0,1,1,0,0,4,5,5,4,4,5,0,10,10,1
166,0,1,17,1,1,1,2,1,0,5,0,0,2,1,2,1,1,1,0,0,1,0,0,3,3,2,2,2,5,0,7,6,0,0,2,1,1,1,1,0,0,1,0,3,3,2,2,2,5,8,8,8,9
167,0,1,17,1,1,1,1,1,5,4,0,0,4,2,3,1,1,1,0,0,1,1,0,5,3,5,1,5,5,0,5,8,7,0,4,2,0,1,1,1,0,1,0,5,3,5,1,5,5,0,8,8,8
168,0,1,16,0,0,1,2,2,5,5,0,1,1,2,0,1,1,1,1,0,1,0,1,4,3,5,2,4,4,4,10,10,10,1,1,2,0,1,1,1,1,1,1,4,3,5,2,4,4,0,9,10,11
169,0,0,16,0,0,1,4,2,1,4,3,1,1,2,0,1,1,0,1,0,0,0,0,4,2,3,1,1,3,0,14,15,16,1,1,2,0,1,1,1,1,0,0,4,2,3,1,1,3,0,17,17,18
170,0,0,16,0,0,1,2,2,5,5,3,0,1,2,0,1,0,0,1,1,0,0,1,5,1,5,1,1,4,0,6,7,0,0,1,2,0,1,0,1,1,0,1,5,1,5,1,1,4,0,12,12,13
171,0,0,16,0,0,1,4,4,1,1,2,0,1,2,0,1,0,0,1,0,0,0,0,4,4,2,1,1,3,0,14,14,14,0,1,2,0,1,0,1,1,0,0,4,4,2,1,1,3,0,16,16,17
172,0,1,16,0,0,1,3,4,5,5,0,1,3,1,2,1,0,1,0,1,0,0,1,3,4,5,2,4,2,0,6,5,0,1,3,1,1,1,0,1,0,0,1,3,4,5,2,4,2,4,9,9,10
173,0,1,16,0,0,1,1,0,5,5,2,0,2,2,0,1,0,0,0,0,0,0,0,4,3,2,1,1,3,2,13,15,16,0,2,2,0,1,0,1,0,0,0,4,3,2,1,1,3,0,16,17,18
174,0,1,17,0,1,1,4,4,3,5,2,0,1,2,0,1,0,0,0,0,0,0,1,4,4,4,1,3,5,0,13,11,10,0,1,2,0,1,0,1,0,0,1,4,4,4,1,3,5,0,11,9,10
175,0,0,16,0,0,1,1,3,0,4,3,0,1,2,3,1,1,1,0,1,0,0,0,4,3,5,1,1,3,0,8,7,0,0,1,2,0,1,1,1,0,0,0,4,3,5,1,1,3,0,14,13,13
176,0,0,16,0,1,1,3,3,5,5,2,0,2,2,0,1,0,0,0,0,0,0,1,4,4,5,1,1,4,4,10,11,9,0,2,2,0,1,0,1,0,0,1,4,4,5,1,1,4,0,14,14,15
177,0,1,17,0,1,1,4,3,3,5,0,0,2,2,0,1,1,0,0,0,0,0,1,4,4,4,4,4,4,4,10,9,9,0,2,2,0,1,1,1,0,0,1,4,4,4,4,4,4,0,10,11,11
178,0,0,16,0,0,1,2,2,4,5,2,0,2,2,0,1,1,0,0,1,0,0,1,3,4,4,1,4,5,2,13,13,11,0,2,2,0,1,1,1,0,0,1,3,4,4,1,4,5,0,13,12,14
179,0,1,17,0,0,1,3,3,5,5,2,1,1,2,0,1,1,1,0,1,0,0,1,4,3,4,1,4,4,4,6,5,6,1,1,2,0,1,1,1,0,0,1,4,3,4,1,4,4,4,11,9,10
180,0,1,16,1,0,1,4,2,3,4,1,0,1,1,0,1,0,1,0,0,0,0,0,4,3,3,3,4,3,10,10,8,9,0,1,1,0,1,0,1,0,0,0,4,3,3,3,4,3,8,10,9,11
181,0,1,17,0,0,1,4,3,5,5,0,0,1,2,0,1,0,1,0,0,0,0,0,5,2,3,1,1,2,4,10,10,11,0,1,2,0,1,0,0,0,0,0,5,2,3,1,1,2,4,11,11,13
182,0,1,16,0,0,1,4,3,3,5,3,0,1,2,0,1,0,0,0,0,0,0,1,3,4,3,2,3,3,10,9,8,8,0,1,2,0,1,0,0,0,0,1,3,4,3,2,3,3,4,11,10,11
183,0,0,17,0,0,1,2,4,4,4,2,1,1,2,0,1,0,1,0,0,0,1,1,5,4,2,2,3,5,0,16,17,17,1,1,2,0,1,0,1,0,0,1,5,4,2,2,3,5,0,17,18,17
184,0,0,17,0,1,1,3,3,5,5,2,0,1,2,0,1,0,1,0,0,0,0,0,5,3,3,2,3,1,56,9,9,8,0,1,2,0,1,0,1,0,0,0,5,3,3,2,3,1,32,14,13,14
185,0,0,16,0,0,1,3,2,5,5,2,0,1,2,0,1,0,0,1,0,0,0,1,1,2,2,1,2,1,14,12,13,12,0,1,2,0,1,0,1,1,0,1,1,2,2,1,2,1,8,14,15,16
186,0,1,17,0,0,1,3,3,4,4,1,0,1,2,0,1,0,1,0,0,0,0,0,4,3,4,2,3,4,12,12,12,11,0,1,2,0,1,0,1,0,0,0,4,3,4,2,3,4,6,11,13,14
187,0,1,16,0,0,1,1,2,4,4,1,0,1,1,0,1,0,0,0,0,0,0,0,3,3,3,1,2,3,2,11,12,11,0,1,1,0,1,0,1,0,0,0,3,3,3,1,2,3,0,10,9,11
188,0,1,16,0,1,1,2,1,5,5,0,0,1,2,0,1,1,0,0,0,0,0,0,4,2,3,1,2,5,0,15,15,15,0,1,2,0,1,1,1,0,0,0,4,2,3,1,2,5,0,13,14,16
189,0,0,17,0,0,0,3,3,1,5,2,0,1,2,0,1,0,1,1,1,0,0,0,3,3,3,1,3,3,6,8,7,9,0,1,2,0,1,0,1,1,0,0,3,3,3,1,3,3,10,12,13,14
190,0,1,17,1,0,1,1,2,0,5,3,0,1,2,0,1,1,1,1,0,0,1,1,3,1,3,1,5,3,4,8,9,10,0,1,2,0,1,1,1,1,0,1,3,1,3,1,5,3,6,9,9,10
191,0,0,16,0,0,1,2,3,4,4,0,0,1,2,0,1,1,1,1,0,0,0,1,4,3,3,1,1,2,10,11,12,13,0,1,2,0,1,1,1,1,0,1,4,3,3,1,1,2,6,12,12,13
192,0,0,17,0,0,1,1,1,0,4,0,0,1,2,0,1,1,1,0,0,0,0,1,5,3,3,1,1,3,0,8,8,9,0,1,2,0,1,1,1,0,0,1,5,3,3,1,1,3,0,12,11,12
193,0,1,17,0,0,1,1,2,0,4,1,2,2,2,0,1,1,0,0,1,0,0,1,4,4,4,4,5,5,12,7,8,8,2,2,2,0,1,1,1,0,0,1,4,4,4,4,5,5,16,10,11,12
194,0,1,16,1,0,1,3,3,4,4,2,0,1,1,0,1,0,1,0,0,0,0,1,4,3,2,3,4,5,8,8,9,10,0,1,1,0,1,0,1,0,0,1,4,3,2,3,4,5,0,11,10,10
195,0,1,16,0,0,1,2,3,5,5,3,1,2,1,0,1,1,1,1,0,0,0,1,5,3,3,1,1,3,0,13,14,14,1,2,1,0,1,1,1,1,0,1,5,3,3,1,1,3,0,13,12,12
196,0,0,17,0,1,1,2,4,4,4,0,1,1,2,0,1,1,1,0,0,0,0,0,4,3,2,1,1,5,0,14,15,15,1,1,2,0,1,1,1,0,0,0,4,3,2,1,1,5,8,14,15,16
197,0,1,17,0,0,1,4,4,4,3,3,0,1,1,0,1,1,1,1,0,0,0,1,5,2,3,1,2,5,4,17,15,16,0,1,1,0,1,1,1,1,0,1,5,2,3,1,2,5,4,13,13,14
198,0,1,16,1,1,1,3,3,3,5,3,1,3,1,0,1,0,0,0,0,0,0,1,3,3,4,3,5,3,8,9,9,10,1,3,1,0,1,0,1,0,0,1,3,3,4,3,5,3,16,10,11,12
199,0,0,17,0,0,1,4,4,4,3,3,0,2,1,1,1,0,1,1,0,0,0,1,4,2,4,2,3,2,24,18,18,18,0,2,1,1,1,0,1,1,0,1,4,2,4,2,3,2,30,14,15,16
200,0,0,16,0,1,1,4,4,3,3,2,0,1,2,0,1,0,0,1,0,0,0,1,4,5,2,1,2,3,0,9,9,10,0,1,2,0,1,0,1,1,0,1,4,5,2,1,2,3,0,11,10,11
201,0,0,16,0,0,1,4,3,1,5,3,0,1,2,0,1,0,1,0,0,0,0,1,4,3,5,1,5,2,2,16,16,16,0,1,2,0,1,0,1,0,0,1,4,3,5,1,5,2,2,14,14,15
202,0,0,16,0,0,1,2,3,5,5,2,0,1,2,0,0,0,0,0,0,0,1,1,4,4,3,1,3,4,6,8,10,10,0,1,2,0,0,0,1,0,0,1,4,4,3,1,3,4,4,11,12,12
203,0,0,17,0,0,1,1,1,5,5,0,0,1,2,0,1,0,0,1,1,0,1,1,4,4,4,1,3,1,4,9,9,10,0,1,2,0,1,0,1,1,0,1,4,4,4,1,3,1,0,14,15,15
204,0,0,17,1,0,1,2,2,5,5,2,0,1,1,0,1,0,1,1,0,0,0,1,5,3,2,1,2,3,18,7,6,6,0,1,1,0,1,0,1,1,0,1,5,3,2,1,2,3,21,13,13,13
205,0,0,16,1,0,1,2,2,4,4,2,0,2,4,0,1,0,0,0,1,0,0,1,5,3,5,1,1,5,6,10,10,11,0,2,4,0,1,0,1,0,0,1,5,3,5,1,1,5,6,13,13,13
206,0,0,17,0,0,1,3,4,0,4,3,0,1,3,1,1,0,0,1,0,0,0,0,4,4,3,3,4,5,28,10,9,9,0,1,3,1,1,0,0,1,0,0,4,4,3,3,4,5,14,8,9,8
207,0,0,16,0,0,0,3,1,4,5,0,0,1,2,3,1,0,0,1,0,0,0,1,2,3,3,2,2,4,5,7,7,7,0,1,2,0,1,0,1,1,0,1,2,3,3,2,2,4,2,11,11,12
208,0,0,16,0,0,1,4,3,3,5,1,0,1,2,0,1,1,0,0,0,0,0,0,1,3,2,1,1,1,10,11,12,13,0,1,2,0,1,1,1,0,0,0,1,3,2,1,1,1,4,14,15,15
209,0,0,16,0,0,1,1,1,0,5,3,0,2,1,0,1,0,0,1,0,0,1,1,4,3,2,1,4,5,6,9,9,10,0,2,1,0,1,0,1,1,0,1,4,3,2,1,4,5,2,12,13,13
210,0,0,17,1,0,1,4,3,3,5,2,0,2,3,0,1,0,0,0,0,0,0,0,4,4,2,1,1,4,6,7,7,7,0,2,3,0,1,0,1,0,0,0,4,4,2,1,1,4,0,11,12,12
211,0,0,19,0,0,1,3,3,5,5,2,2,1,4,0,1,0,0,0,0,0,0,1,4,3,3,1,2,3,10,8,8,8,2,1,4,0,1,0,1,0,0,1,4,3,3,1,2,3,4,12,12,12
212,0,1,17,0,1,1,4,4,4,5,3,0,1,2,0,1,0,0,1,0,0,0,0,5,3,5,4,5,3,13,12,12,13,0,1,2,0,1,0,1,1,0,0,5,3,5,4,5,3,15,13,12,12
213,0,0,16,0,0,0,2,2,5,5,2,0,1,2,0,0,0,0,1,0,0,0,1,3,3,4,1,1,4,0,12,13,14,0,1,2,0,0,0,1,1,0,1,3,3,4,1,1,4,0,13,13,13
214,0,1,18,0,0,1,2,2,4,5,3,0,1,2,1,1,0,0,0,0,0,0,1,4,4,4,2,4,5,15,6,7,8,0,1,2,0,1,0,1,0,0,1,4,4,4,2,4,5,10,12,11,11
215,0,0,17,1,1,1,4,4,4,5,1,0,1,1,0,1,0,0,1,0,0,1,1,5,2,1,1,2,3,12,8,10,10,0,1,1,0,1,0,1,1,0,1,5,2,1,1,2,3,6,12,11,11
216,0,0,17,0,1,1,3,2,5,5,2,0,2,2,0,1,1,0,1,0,0,0,1,4,4,4,1,3,1,2,14,15,15,0,2,2,0,1,1,1,1,0,1,4,4,4,1,3,1,2,14,16,15
217,0,0,17,0,0,1,4,3,5,5,2,0,1,2,2,1,1,0,1,0,0,0,0,3,4,5,2,4,1,22,6,6,4,0,1,2,0,1,1,1,1,0,0,3,4,5,2,4,1,16,11,9,10
218,0,1,18,0,1,1,3,3,4,1,3,1,1,2,1,1,0,0,1,0,0,0,1,3,2,4,2,4,4,13,6,6,8,1,1,2,0,1,0,1,1,0,1,3,2,4,2,4,4,10,10,10,10
219,0,0,17,0,0,1,2,3,0,5,3,1,2,1,0,1,0,0,1,0,0,1,1,3,3,3,1,4,3,3,7,7,8,1,2,1,0,1,0,1,1,0,1,3,3,3,1,4,3,4,12,13,13
220,0,0,17,0,0,1,2,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,4,3,3,1,1,4,4,9,10,10,0,1,3,0,1,0,1,0,0,1,4,3,3,1,1,4,0,12,12,13
221,0,0,17,1,0,1,2,1,0,4,2,0,2,2,0,1,0,1,0,0,0,0,1,4,2,5,1,2,5,2,6,6,6,0,2,2,0,1,0,1,0,0,1,4,2,5,1,2,5,0,11,10,11
222,0,0,17,0,0,1,1,1,0,5,2,0,1,3,1,1,0,1,0,0,0,1,0,4,3,4,1,1,5,0,6,5,0,0,1,3,0,1,0,1,0,0,0,4,3,4,1,1,5,12,12,12,12
223,0,0,16,0,0,1,2,3,4,3,1,0,1,2,0,0,1,1,1,0,0,0,1,2,3,1,1,1,3,2,16,16,17,0,1,2,0,0,1,1,1,0,1,2,3,1,1,1,3,0,13,13,14
224,0,1,18,0,0,1,2,2,5,5,3,0,2,2,0,1,0,0,1,0,0,0,1,3,3,3,5,5,4,0,12,13,13,0,2,2,3,1,0,0,1,0,1,3,3,3,5,5,4,9,10,9,10
225,0,0,16,0,0,1,4,4,3,4,3,0,1,3,0,1,0,1,0,1,0,0,1,5,3,2,1,1,5,0,13,13,14,0,1,3,0,1,0,1,0,0,1,5,3,2,1,1,5,4,15,16,16
226,0,0,18,1,0,1,3,1,5,5,2,0,1,2,1,1,1,1,0,0,0,0,0,5,3,3,1,1,4,16,9,8,7,0,1,2,0,1,1,1,0,0,0,5,3,3,1,1,4,4,8,8,8
227,0,0,17,0,0,1,3,2,5,5,0,0,1,2,0,1,1,1,0,1,0,0,1,5,3,4,1,3,3,10,16,15,15,0,1,2,0,1,1,1,0,0,1,5,3,4,1,3,3,2,17,18,17
228,0,1,17,0,1,1,2,3,4,4,2,1,1,2,0,1,0,0,1,1,0,0,1,5,3,3,1,3,3,2,12,11,12,1,1,2,0,1,0,1,1,0,1,5,3,3,1,3,3,0,10,11,11
229,0,1,18,0,1,1,2,1,0,5,0,0,4,2,0,0,0,0,0,0,0,0,0,4,3,2,4,5,3,14,10,8,9,0,4,2,0,0,0,1,0,0,0,4,3,2,4,5,3,2,9,10,11
230,0,0,17,0,0,0,2,1,5,5,0,0,2,3,0,1,1,1,0,0,0,0,0,3,2,3,1,2,3,10,12,10,12,0,2,3,0,1,1,1,0,0,0,3,2,3,1,2,3,0,15,15,16
231,0,0,17,0,1,1,4,3,1,5,2,1,1,2,0,1,1,1,0,0,0,0,0,3,2,3,1,2,3,14,13,13,14,1,1,2,0,1,1,1,0,0,0,3,2,3,1,2,3,0,14,12,12
232,0,1,17,1,0,1,2,2,5,5,0,1,2,2,0,1,0,0,0,0,0,0,1,4,5,2,1,1,1,4,11,11,11,1,2,2,0,1,0,1,0,0,1,4,5,2,1,1,1,0,12,13,13
233,0,1,17,0,0,1,4,4,3,3,2,0,1,2,0,0,0,1,0,0,0,0,0,4,5,5,1,3,2,14,11,9,9,0,1,2,0,0,0,1,0,0,0,4,5,5,1,3,2,0,13,13,13
234,0,1,16,0,0,1,4,4,1,5,2,1,1,2,0,1,0,0,0,0,0,0,1,4,2,4,2,4,1,2,14,13,13,1,1,2,0,1,0,1,0,0,1,4,2,4,2,4,1,0,13,13,14
235,0,1,16,0,1,1,1,1,5,5,3,0,2,2,0,1,0,0,1,0,0,0,1,3,4,2,1,1,5,18,9,7,6,0,2,2,0,1,0,1,1,0,1,3,4,2,1,1,5,2,9,9,9
236,0,1,16,0,0,1,3,2,0,5,2,0,2,3,0,1,1,1,0,0,0,0,0,5,3,3,1,3,2,10,11,9,10,0,2,3,0,1,1,1,0,0,0,5,3,3,1,3,2,0,12,12,12
237,0,1,17,0,1,1,2,2,5,5,3,1,1,2,0,1,1,0,0,1,0,0,0,4,4,2,5,5,4,4,14,13,13,1,1,2,0,1,1,1,0,0,0,4,4,2,5,5,4,0,16,16,16
238,0,0,16,0,0,1,2,1,5,5,3,0,1,1,0,1,1,1,1,0,0,0,0,4,5,2,1,1,5,20,13,12,12,0,1,1,0,1,1,1,1,0,0,4,5,2,1,1,5,4,9,10,10
239,0,0,17,1,0,1,2,1,0,4,0,0,3,2,0,1,1,1,0,0,0,1,1,2,1,1,1,1,3,2,13,11,11,0,3,2,0,1,1,1,0,0,1,2,1,1,1,1,3,2,13,13,13
240,0,1,18,0,0,1,2,2,5,4,2,1,1,2,1,1,1,1,1,0,1,0,1,5,5,4,3,5,2,0,7,7,0,1,1,2,0,1,1,1,1,1,1,5,5,4,3,5,2,16,8,7,8
241,0,1,17,0,1,1,4,3,1,5,0,0,2,2,0,1,1,1,0,0,0,0,0,2,5,5,1,4,5,14,12,12,12,0,2,2,0,1,1,1,0,0,0,2,5,5,1,4,5,8,15,15,15
242,0,1,17,1,1,0,4,4,3,5,0,0,2,2,0,1,0,0,1,0,0,0,1,3,3,3,2,3,4,2,10,11,12,0,2,2,0,1,0,1,1,0,1,3,3,3,2,3,4,0,12,12,12
243,0,1,16,0,1,1,4,3,3,5,0,0,1,1,0,1,1,1,0,1,0,0,1,5,4,5,1,1,3,0,6,0,0,0,1,1,0,1,1,1,0,0,1,5,4,5,1,1,3,7,14,14,15
244,0,1,16,0,0,1,4,4,4,4,0,0,1,1,0,1,1,1,0,0,0,0,1,5,3,2,1,2,5,0,13,12,12,0,1,3,0,1,0,1,0,0,1,5,3,3,1,3,5,0,15,13,13
245,0,1,16,0,0,1,4,4,4,4,0,0,1,1,0,1,1,1,0,0,0,0,1,5,3,2,1,2,5,0,13,12,12,0,1,1,0,1,1,0,0,0,1,5,3,2,1,2,5,4,14,15,15
246,0,0,18,0,0,1,2,1,5,5,0,2,2,3,0,1,0,0,1,1,0,0,0,4,4,4,1,1,3,0,7,0,0,2,2,3,0,1,0,1,1,0,0,4,4,4,1,1,3,10,12,10,11
247,0,1,16,0,0,1,2,1,5,5,0,0,3,1,0,1,1,1,1,0,0,0,1,4,3,3,1,1,4,6,18,18,18,0,3,1,0,1,1,1,1,0,1,4,3,3,1,1,4,7,15,16,16
248,0,1,17,0,0,1,2,3,5,5,0,1,2,1,0,1,1,1,1,0,0,0,1,5,2,2,1,1,2,4,12,12,13,1,2,1,0,1,1,1,1,0,1,5,2,2,1,1,2,2,9,12,13
249,0,1,22,0,0,1,3,1,4,4,1,0,1,1,3,1,1,1,1,1,1,0,0,5,4,5,5,5,1,16,6,8,8,0,1,1,3,1,1,1,1,1,0,5,4,5,5,5,1,12,7,8,5
250,0,1,18,1,1,1,3,3,5,4,0,0,1,2,1,1,0,1,1,0,0,0,0,4,3,3,1,3,5,8,3,5,5,0,1,2,0,1,0,1,1,0,0,4,3,3,1,3,5,8,10,9,10
