,Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,nursery,higher_x,internet,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
52,52,0,1,15,0,1,0,4,2,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,5,5,5,3,4,5,6,11,11,10,1,2,1,0,1,1,1,1,0,1,5,5,5,3,4,5,4,10,9,9
53,53,0,0,15,0,0,1,4,4,4,4,0,0,1,1,0,0,0,0,1,0,0,0,1,3,3,4,2,3,5,0,8,10,11,0,1,1,0,0,0,1,1,0,1,3,3,4,2,3,5,0,13,12,12
53,53,0,0,15,0,0,1,4,4,4,4,0,0,1,1,0,0,0,0,1,0,0,0,1,3,3,4,2,3,5,0,8,10,11,0,1,1,0,0,0,1,1,0,1,3,3,4,2,3,5,0,13,12,12
53,53,0,0,15,0,0,1,4,4,4,4,0,0,1,1,0,0,0,0,1,0,0,0,1,3,3,4,2,3,5,0,8,10,11,0,1,1,0,0,0,1,1,0,1,3,3,4,2,3,5,0,13,12,12
53,53,0,0,15,0,0,1,4,4,4,4,0,0,1,1,0,0,0,0,1,0,0,0,1,3,3,4,2,3,5,0,8,10,11,0,1,1,0,0,0,1,1,0,1,3,3,4,2,3,5,0,13,12,12
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
54,54,0,0,15,0,1,0,3,3,5,5,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,4,4,4,1,6,10,13,13,0,1,1,0,1,1,1,1,0,1,5,3,4,4,4,1,0,13,12,13
55,55,0,0,16,0,0,0,2,1,5,5,1,0,1,2,0,1,1,0,0,0,0,0,0,5,3,4,1,1,2,8,8,9,10,0,1,2,0,1,1,1,0,0,0,5,3,4,1,1,2,2,12,13,12
56,56,0,0,15,0,0,0,4,3,4,4,2,0,1,2,0,1,0,0,0,0,0,0,1,4,3,2,1,1,1,0,14,15,15,0,1,2,0,1,0,1,0,0,1,4,3,2,1,1,1,0,15,14,15
57,57,0,1,15,0,0,1,4,4,3,1,2,0,1,2,0,1,0,1,0,0,0,1,1,3,2,2,1,1,5,4,14,15,15,0,1,2,0,1,0,1,0,0,1,3,2,2,1,1,5,8,15,15,16
58,58,0,1,15,0,1,1,1,2,5,0,3,1,1,2,0,0,0,1,0,0,0,0,1,4,3,2,1,1,5,2,9,10,9,1,1,2,0,0,0,1,0,0,1,4,3,2,1,1,5,0,14,13,14
59,59,0,0,16,0,0,1,4,2,4,5,0,0,1,2,0,1,0,1,1,0,0,0,1,4,2,3,1,1,5,2,15,16,16,0,1,2,0,1,0,0,1,0,1,4,2,3,1,1,5,2,16,15,16
60,60,0,0,16,1,0,1,4,4,1,3,1,0,1,2,0,1,0,1,0,0,0,1,1,2,4,4,2,3,4,6,10,11,11,0,1,2,0,1,0,1,0,0,1,2,4,4,2,3,4,0,17,16,16
60,60,0,0,16,1,0,1,4,4,1,3,1,0,1,2,0,1,0,1,0,0,0,1,1,2,4,4,2,3,4,6,10,11,11,0,1,2,0,1,0,1,0,0,1,2,4,4,2,3,4,0,17,16,16
60,60,0,0,16,1,0,1,4,4,1,3,1,0,1,2,0,1,0,1,0,0,0,1,1,2,4,4,2,3,4,6,10,11,11,0,1,2,0,1,0,1,0,0,1,2,4,4,2,3,4,0,17,16,16
60,60,0,0,16,1,0,1,4,4,1,3,1,0,1,2,0,1,0,1,0,0,0,1,1,2,4,4,2,3,4,6,10,11,11,0,1,2,0,1,0,1,0,0,1,2,4,4,2,3,4,0,17,16,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
61,61,0,0,16,0,0,1,1,1,4,4,0,1,4,1,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,6,10,8,11,1,4,1,0,0,0,1,0,0,0,5,5,5,5,5,5,0,10,10,16
62,62,0,0,16,0,1,1,1,2,5,4,2,1,1,2,0,0,1,1,0,0,0,0,1,4,4,3,1,1,1,4,8,10,9,1,1,2,0,0,1,1,0,0,1,4,4,3,1,1,1,0,13,13,10
63,63,0,0,16,0,0,1,4,3,3,1,3,0,1,3,0,0,0,0,0,0,0,0,1,3,4,4,2,4,4,2,10,9,9,0,1,3,0,0,0,1,0,0,1,3,4,4,2,4,4,0,14,13,13
63,63,0,0,16,0,0,1,4,3,3,1,3,0,1,3,0,0,0,0,0,0,0,0,1,3,4,4,2,4,4,2,10,9,9,0,1,3,0,0,0,1,0,0,1,3,4,4,2,4,4,0,14,13,13
63,63,0,0,16,0,0,1,4,3,3,1,3,0,1,3,0,0,0,0,0,0,0,0,1,3,4,4,2,4,4,2,10,9,9,0,1,3,0,0,0,1,0,0,1,3,4,4,2,4,4,0,14,13,13
63,63,0,0,16,0,0,1,4,3,3,1,3,0,1,3,0,0,0,0,0,0,0,0,1,3,4,4,2,4,4,2,10,9,9,0,1,3,0,0,0,1,0,0,1,3,4,4,2,4,4,0,14,13,13
64,64,0,0,15,0,1,1,4,3,4,4,2,1,1,2,0,0,1,1,0,0,0,0,0,4,4,4,2,4,2,0,10,10,10,1,1,2,0,0,1,1,0,0,0,4,4,4,2,4,2,0,13,12,12
64,64,0,0,15,0,1,1,4,3,4,4,2,1,1,2,0,0,1,1,0,0,0,0,0,4,4,4,2,4,2,0,10,10,10,1,1,2,0,0,1,1,0,0,0,4,4,4,2,4,2,0,13,12,12
64,64,0,0,15,0,1,1,4,3,4,4,2,1,1,2,0,0,1,1,0,0,0,0,0,4,4,4,2,4,2,0,10,10,10,1,1,2,0,0,1,1,0,0,0,4,4,4,2,4,2,0,13,12,12
64,64,0,0,15,0,1,1,4,3,4,4,2,1,1,2,0,0,1,1,0,0,0,0,0,4,4,4,2,4,2,0,10,10,10,1,1,2,0,0,1,1,0,0,0,4,4,4,2,4,2,0,13,12,12
65,65,0,0,16,0,1,1,4,3,3,4,0,0,3,2,0,1,0,1,0,0,0,0,1,5,4,3,1,2,1,2,16,15,15,0,3,2,0,1,0,1,0,0,1,5,4,3,1,2,1,2,16,15,16
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
66,66,0,1,15,0,0,0,4,4,5,4,2,0,1,4,0,1,0,1,0,1,0,0,0,1,3,3,5,5,3,4,13,13,12,0,1,4,0,1,0,1,0,0,0,1,3,3,5,5,3,0,11,12,12
67,67,0,0,16,0,0,1,3,1,4,5,0,0,1,4,0,0,0,0,1,0,0,0,1,4,3,3,1,2,5,4,7,7,6,0,1,4,0,0,0,1,1,0,1,4,3,3,1,2,5,0,10,9,10
